date,person_name,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,tax,loan_status
23-01-1993,Fernanda dos Milagres Campolargo,32.0,Men,Bachelor,97042.0,8.0,RENT,6400.0,PERSONAL,10.99,0.07,8.0,685.0,No,1,Rejected
02-02-1997,Djason Campelo,28.0,Men,Bachlor,45193.0,4.0,RENT,9000.0,MEDICAL,10.66,0.2,6.0,723.0,No,1,Pending
21-10-1999,Helbert Djalo,26.0,M,Associate,46951.0,6.0,MORTGAGE,2500.0,PERSONAL,12.18,0.05,4.0,700.0,No,1,Approved
15-10-1994,Rayane Leonel,31.0,female,High School,31903.0,10.0,OWN,13672.0,VENTURE,12.66,0.43,10.0,637.0,Yes,1,Rejected
17-01-2002,Nanieno Daniel Moniz,23.0,male,Bachelor,25960.0,0.0,RENT,10000.0,MED,13.16,0.39,4.0,649.0,No,1,Approved
19-08-1982,Osíris Virgínia Granjeiro,43.0,M,High School,57338.0,17.0,OWN,10000.0,VENTURE,7.88,0.17,16.0,638.0,No,1,Pending
01-07-1975,Precious Cavadas,50.0,male,Bachelor,72936.0,26.0,RENT,4393.0,MEDICAL,8.54,0.06,26.0,620.0,Yes,1,Rejected
05-06-1997,Tchissola Kaylane Madruga,28.0,male,Associate,24186.0,6.0,RENT,4801.0,PERSONAL,13.13,0.2,7.0,666.0,No,1,Approved
14-07-1998,Mafalda Piedade Minga,27.0,male,Associate,104509.0,5.0,MORTGAGE,2250.0,PERSONL,11.01,0.02,6.0,660.0,No,1,Rejected
22-06-1999,Romeo Morgado,26.0,male,High School,60856.0,1.0,RENT,5423.0,DEBTCONSOLIDATION,8.5,0.09,3.0,631.0,Yes,1,Rejected
10-06-1994,Eliana Couvinhas,31.0,female,Doctorate,41845.0,,MORTGAGE,10000.0,EDUCATION,13.85,0.24,6.0,729.0,No,1,Approved
13-01-2000,Patrícia Eduarda Vermelhudo,25.0,male,Bachelor,58401.0,5.0,MORTGAGE,1235.0,PERSONAL,13.04,0.02,4.0,583.0,Yes,1,Pending
07-01-2003,Déborah Vinga,22.0,female,Master,106683.0,0.0,MORTGAGE,25000.0,DEBTCONSOLIDATION,18.09,0.23,2.0,624.0,No,1,Approved
02-04-1998,Zainy Iancuba Norões,27.0,female,Bachelor,73002.0,8.0,RENT,3000.0,VENTURE,11.71,0.04,6.0,668.0,No,1,Pending
10-05-1998,Divya Vigário,27.0,F,Bachelor,81402.0,0.0,MORTGAGE,24250.0,EDUCATION,14.96,0.3,8.0,698.0,No,1,Rejected
18-09-1990,Teng Yu Malca,35.0,female,Bachelor,192636.0,14.0,RENT,7500.0,MEDICAL,8.0,0.04,8.0,576.0,Yes,1,Rejected
10-12-1996,Dírio Mouchão,29.0,male,Bachelor,42644.0,4.0,OWN,8300.0,HOMEIMPROVEMENT,7.9,0.19,7.0,673.0,Yes,1,Rejected
05-04-2000,Adriana Manuel Branco,25.0,female,Associate,20918.0,1.0,RENT,1200.0,MEDICAL,10.38,,2.0,630.0,No,1,Pending
07-02-1998,Ivan Ricardo Matado,27.0,male,Master,102991.0,6.0,MORTGAGE,0.0,EDUCATION,13.0,0.15,4.0,561.0,Yes,1,Pending
21-07-2000,César André Botelho,25.0,female,Associate,39679.0,2.0,RENT,10000.0,VENTURE,16.77,0.25,4.0,672.0,No,1,Pending
02-12-1996,Nelmar Guerrinha,29.0,female,Associate,79180.0,7.0,MORTG,11500.0,HOMEIMPROVEMENT,7.51,0.15,10.0,,No,1,Rejected
19-06-2003,Lubava Palhavã,22.0,male,Master,24934.0,3.0,RENT,10000.0,EDUCATION,10.95,0.4,2.0,654.0,No,1,Pending
29-05-2002,Mirva Alipio,23.0,female,Bachelor,50109.0,0.0,RENT,6885.0,HOMEIMPROVEMENT,8.71,0.14,4.0,671.0,No,1,Approved
05-07-1999,Maiara Adães,26.0,female,Bachelor,55187.0,1.0,MORTGAGE,5952.0,MED,7.59,0.11,3.0,619.0,Yes,1,Rejected
30-07-1990,Maria-Florentina Garrett,35.0,F,Bachelor,82213.0,14.0,MORTGAGE,10000.0,VENTUREE,8.0,0.12,5.0,724.0,Yes,1,Rejected
23-04-2005,Tahmarah Pessa,20.0,Men,Associate,226622.0,0.0,MORTGAGE,2000.0,EDUCATION,8.59,0.01,4.0,687.0,Yes,1,Pending
13-04-2001,Denzel Admir Damasio,24.0,female,Bachelor,192721.0,2.0,MORTGAGE,20000.0,HOMEIMPROVEMENT,19.69,0.1,2.0,639.0,Yes,1,Rejected
12-06-2003,Luís Rodrigo Pimenta,22.0,Woman,Bachelors,113829.0,1.0,RENT,11800.0,VENTUREE,13.99,0.1,4.0,609.0,No,1,Rejected
26-07-1997,Íris Joana Caiano,28.0,male,Bachlor,248022.0,5.0,RENT,24000.0,EDUCTION,11.01,0.1,5.0,672.0,No,1,Rejected
14-10-1997,Griffin Leitoo,28.0,female,Master,58934.0,4.0,RENT,1200.0,DEBTCONSOLIDATION,17.56,0.02,5.0,566.0,No,1,Approved
23-11-2000,Kelly José Paulette,25.0,F,Master,47758.0,1.0,OWN,8500.0,MDICAL,14.35,0.18,3.0,666.0,No,1,Pending
09-04-1994,Yinuo Tonei,31.0,female,Master,24951.0,9.0,OWN,,PERSONAL,5.54,0.26,6.0,624.0,Yes,1,Rejected
01-04-2000,Ivanilsa Pedronho,25.0,male,Master,46640.0,2.0,RENT,9000.0,MEDICAL,7.03,0.19,4.0,693.0,No,1,Rejected
25-06-2001,Shuraym Terceiro,24.0,Woman,Mstr,89747.0,2.0,MORTGAGE,3900.0,DEBTCONSOLIDATION,5.99,0.04,4.0,615.0,Yes,1,Pending
07-01-1999,Jean Luc Banha,26.0,female,Bachelor,30374.0,5.0,RENT,4375.0,MEDICAL,5.79,0.14,4.0,538.0,No,1,Rejected
10-11-2003,Yunilsa Tiberio,22.0,male,Bachelor,62183.0,1.0,RENT,7500.0,EDUCATION,5.99,0.12,3.0,676.0,No,1,Rejected
17-11-2000,Nicoly Noberto,25.0,female,High School,,3.0,RENT,19000.0,DEBTCONS,11.01,0.29,2.0,492.0,No,1,Approved
14-10-2000,Zi Xin Raul,25.0,male,Associate,78697.0,2.0,RENT,15000.0,PERSONAL,9.63,0.19,4.0,589.0,No,1,Rejected
22-09-2000,David João Maneira,25.0,male,Master,90864.0,2.0,MORTGAGE,8000.0,VENTURE,16.29,0.09,4.0,663.0,No,1,Rejected
04-12-2002,Lúcio do Rosário Sabala,23.0,female,Master,44203.0,0.0,RENT,4000.0,PERSONAL,10.99,0.09,3.0,616.0,No,1,Approved
06-11-1992,Carlos Daniel Baroseiro,33.0,female,Associate,418534.0,9.0,MORTGAGE,24476.0,PERSONAL,11.8,0.06,11.0,645.0,Yes,1,Rejected
10-02-1994,Brites Anes,31.0,female,Bachelor,103011.0,9.0,MORTGAGE,4500.0,PERSONAL,6.54,0.04,6.0,689.0,Yes,1,Rejected
07-09-1995,Ximene Pega,30.0,female,MSc,90952.0,6.0,OWN,10000.0,EDUCTION,7.88,0.11,5.0,573.0,Yes,1,Rejected
23-03-2003,Yannira Ramalhão,22.0,female,Bachelor,12327.0,2.0,RENT,1200.0,EDU,10.46,0.1,3.0,631.0,Yes,1,Pending
17-12-2003,Gardine Saitais,22.0,female,Bachlor,80531.0,0.0,MORTGAGE,15000.0,EDUCATION,11.72,0.19,2.0,691.0,Yes,1,Pending
01-06-2001,Mariana Miguel Lagarinhas,24.0,male,Bachlor,53569.0,0.0,RENT,10798.0,VENTUREE,5.46,0.2,4.0,674.0,No,1,Pending
04-11-1997,Melice Redondo,28.0,female,Associate,97163.0,1.0,OWNN,16000.0,HOMEIMPROVEMENT,11.66,0.16,7.0,621.0,No,1,Rejected
16-12-2001,Háchel Vinagre,24.0,male,MSc,145248.0,1.0,RENT,14000.0,MEDICAL,10.0,0.1,3.0,573.0,Yes,1,Pending
04-08-1996,Maria Violeta Albernaz,29.0,male,Bachelor,130529.0,7.0,MORTGAGE,35000.0,DEBTCONSOLIDATION,16.28,0.27,7.0,554.0,No,1,Approved
06-03-2000,Alícia Luana Clarinha,25.0,male,Master,102939.0,2.0,MORTGAGE,7500.0,VENTURE,11.94,0.07,4.0,697.0,No,1,Pending
15-07-2001,Uzen Trinção,24.0,F,Associate,72671.0,0.0,MORTGAGE,3999.0,HOME-IMPROVE,7.96,0.06,3.0,694.0,No,1,Rejected
16-03-1984,Iancu-Stefan Piriz,41.0,M,Doctorate,142960.0,18.0,MORTGAGE,28000.0,MEDICAL,11.71,0.2,13.0,707.0,No,1,Rejected
15-09-2004,Carolina da Conceição Soldado,21.0,male,Highschool,68428.0,1.0,RENT,12000.0,VENTURE,10.75,0.18,4.0,652.0,Yes,1,Pending
02-07-1984,Dárcio Wosvaldo Canela,41.0,male,Associate,124600.0,20.0,MORTGAGE,20000.0,DEBTCONSOLIDATION,14.61,0.16,16.0,652.0,No,1,Pending
11-05-2003,David Matias Meireles,22.0,female,Associate,48952.0,3.0,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.99,0.1,2.0,597.0,Yes,1,Pending
13-11-1994,Jéssica Briana Gramaca,31.0,male,Highschool,141829.0,9.0,MORTGAGE,21000.0,MEDICAL,13.49,0.15,5.0,,Yes,1,Rejected
01-03-2002,Joseane Largueisa,23.0,male,Bachelor,71091.0,0.0,RENT,19979.0,DEBTCONSOLIDATION,12.83,0.28,3.0,590.0,No,1,Pending
25-09-1997,Santamaria Carrasqueira,28.0,female,Associate,87480.0,6.0,MORTGAGE,16000.0,EDUCATION,10.72,0.18,5.0,699.0,No,1,Pending
29-11-2002,Sílvia do Rosário Quinaz,23.0,male,Associate,33561.0,0.0,RENT,6000.0,EDUCATION,11.66,0.18,3.0,637.0,Yes,1,Rejected
26-03-1998,Alvis Gonçalo Olaia,27.0,female,Associates,67121.0,6.0,MORTGAGE,9600.0,MEDICAL,9.62,0.14,9.0,629.0,No,1,Rejected
11-07-1993,Kénnedy Chiqueiro,32.0,female,Associate,137722.0,9.0,MRTG,6000.0,MED,10.19,0.04,5.0,572.0,Yes,1,Rejected
28-12-1995,Hudilina Lauro,30.0,male,High School,67045.0,10.0,MORTGAGE,12000.0,DEBTCONS,11.01,0.18,7.0,662.0,Yes,1,Pending
01-02-1993,Aline de Fátima Sambento,32.0,female,Bachelor,44205.0,10.0,RENT,7000.0,MEDICAL,7.11,0.16,7.0,696.0,Yes,1,Rejected
27-03-1998,Nicole Ortis Barateira,27.0,female,Bachelor,65701.0,4.0,RENT,15000.0,MDICAL,14.92,0.23,4.0,645.0,No,1,Approved
04-11-1999,Karamjot Alexadre,26.0,male,Bachelor,115110.0,0.0,RENT,6000.0,MDICAL,10.99,0.05,2.0,643.0,No,1,Rejected
27-02-1998,Fernão Cova,27.0,M,Associate,34273.0,2.0,RENT,2411.0,MED,5.48,0.07,7.0,684.0,No,1,Pending
09-01-2003,Franclim Rigueiro,22.0,M,Bachlor,44077.0,0.0,RENT,12200.0,PERSONL,11.49,0.28,3.0,679.0,No,1,Approved
17-10-1999,Bianca Camila Bandeirinha,26.0,female,Bachelor,31516.0,3.0,RENT,5400.0,HOMEIMPROVEMENT,16.02,0.17,2.0,583.0,No,1,Approved
03-05-2001,Elisabethe Barraquinha,24.0,male,Associate,136061.0,3.0,MORTG,8600.0,EDUCATION,13.11,0.06,3.0,697.0,Yes,1,Rejected
09-09-1978,Úrsula Hipopotamo,47.0,male,Bachlor,90963.0,26.0,OTHER,12000.0,DEBTCONSOLIDATION,12.84,0.13,11.0,577.0,Yes,1,Pending
28-09-1999,Diana Francisca Maricato,26.0,Men,Associate,36835.0,4.0,RNT,4000.0,PERSONAL,11.83,0.11,4.0,644.0,No,1,Approved
15-06-2003,Renato Xavier Penteado,22.0,M,Assoc. Degree,73100.0,2.0,MORTGAGE,3000.0,VENTURE,6.76,0.04,4.0,586.0,Yes,1,Rejected
15-02-1998,Dayline Valsa,27.0,Men,Associates,154580.0,4.0,MORTGAGE,32000.0,VENTURE,11.11,0.21,7.0,655.0,No,1,Pending
01-04-1988,Ifra Pechorro,37.0,M,High School,37670.0,14.0,RNT,3600.0,VENTURE,7.65,0.1,12.0,623.0,Yes,1,Pending
10-05-2000,Thaísa Petim,25.0,male,BSc,151034.0,2.0,MORTGAGE,,MEDICAL,14.27,0.2,4.0,675.0,Yes,1,Rejected
11-09-2001,Lorenzo Angelo Estefan Brasio,24.0,male,Master,109156.0,0.0,MORTGAGE,7500.0,DEBTCONS,11.02,0.07,4.0,673.0,No,1,Pending
24-09-2004,Nedylson Carvoeira,21.0,male,High School,38108.0,0.0,RENT,6000.0,EDUCATION,16.89,0.16,4.0,574.0,No,1,Approved
21-02-1997,José William Antónia,28.0,female,Highschool,75549.0,6.0,RENT,13400.0,DEBTCONSOLIDATION,13.06,0.18,6.0,526.0,Yes,1,Pending
02-07-1984,Kauane Bulario,41.0,M,Master,38175.0,22.0,RNT,3700.0,MEDICAL,16.32,0.1,17.0,632.0,No,1,Approved
21-08-2000,Marline Tracana,25.0,male,High School,41537.0,2.0,RENT,3600.0,HOMEIMP,16.02,0.09,2.0,664.0,No,1,Approved
12-06-1995,Marina Catoa,30.0,male,Bachelor,68285.0,9.0,MORTGAGE,9600.0,HOMEIMPROVEMENT,5.99,0.14,6.0,616.0,Yes,1,Rejected
20-12-1995,Parasdeep Magalhaes,30.0,Woman,High School,44047.0,6.0,RENT,10000.0,PERSONAL,10.88,0.23,6.0,551.0,Yes,1,Pending
08-03-2000,Juliana Vitória Carrito,25.0,male,High School,31532.0,1.0,OWN,1200.0,HOMEIMPROVEMENT,15.99,0.04,3.0,623.0,Yes,1,Rejected
24-12-1998,Hetel Aniceto,27.0,male,Master,97315.0,3.0,RENT,12000.0,EDUCATION,17.58,0.12,7.0,664.0,Yes,1,Rejected
01-03-1998,Cátia Matilde Percisa,27.0,female,Associate,79127.0,6.0,MRTG,3000.0,PERSONAL,7.51,0.04,8.0,610.0,Yes,1,Rejected
25-03-2000,Márolo Canhoo,25.0,male,Master,25059.0,3.0,RENT,12000.0,MEDICAL,8.07,0.48,2.0,694.0,No,1,Approved
21-03-1998,Mouhamadou Lamini Bucete,27.0,male,Associate,32373.0,4.0,RENT,2000.0,MEDICAL,13.61,0.06,10.0,647.0,No,1,Rejected
23-06-1992,Santino Feigosa,33.0,female,BSc,65926.0,11.0,MRTG,3800.0,MEDICAL,8.9,0.06,7.0,692.0,Yes,1,Pending
15-08-2003,Zahra Caramujo,22.0,female,Bachelor,116288.0,0.0,RENT,12000.0,DEBTCONS,13.61,0.1,3.0,699.0,No,1,Rejected
25-03-1994,Teresa Alexandre Gersoo,31.0,male,Master,103308.0,7.0,MORTGAGE,10400.0,DEBTCONSOLIDATION,9.32,0.1,10.0,693.0,No,1,Rejected
18-08-2003,Matilde Liz Ganhito,22.0,male,Bachelor,61334.0,0.0,OWNERSHIP,6000.0,VENTURE,11.83,0.1,2.0,552.0,Yes,1,Rejected
20-06-1997,Santiago Emanuel Vinhas,28.0,male,High School,39647.0,6.0,RENT,2500.0,MEDICAL,15.99,0.06,5.0,642.0,No,1,Pending
04-10-1998,Leandro Daniel Fétal,27.0,female,High School,77573.0,5.0,RENT,5000.0,VENTUREE,12.99,0.06,8.0,582.0,Yes,1,Rejected
01-10-1969,Ricardo Marius Branco,56.0,Woman,Associate,85147.0,32.0,MORTGAGE,15000.0,PERSON,10.38,0.18,20.0,626.0,Yes,1,Rejected
05-09-2003,Josefhi Balau,22.0,female,Masters,52474.0,0.0,OWN,6000.0,PERSONAL,7.74,0.11,4.0,644.0,No,1,Pending
13-01-1998,Mara Manuela Senica,27.0,male,Master,69911.0,3.0,MORTGAGE,17000.0,MEDICAL,12.18,0.24,8.0,644.0,No,1,Approved
29-09-1993,Rijula Leques,32.0,female,Bachelor,77980.0,8.0,MORTGAGE,8000.0,EDUCATION,6.76,0.1,7.0,632.0,No,1,Rejected
21-12-2003,Marilena Galhispo,22.0,female,High School,31081.0,0.0,OWNERSHIP,5000.0,VENTURE,6.03,0.16,2.0,566.0,Yes,1,Rejected
26-04-2003,António Lourenço Resoluto,22.0,Men,Associate,73232.0,0.0,RENT,10000.0,MEDICAL,11.14,0.14,4.0,649.0,Yes,1,Rejected
20-11-1990,N'Nasta Tiberio,35.0,Men,High School,66768.0,17.0,MORTG,3200.0,DEBTCONS,5.79,0.05,10.0,,Yes,1,Rejected
25-11-1995,Victoria Chloé Cação,30.0,Men,Master,35382.0,9.0,RENT,9000.0,MEDICAL,10.21,0.25,9.0,641.0,No,1,Pending
05-06-2002,Jeferson Job,23.0,F,Associate,43070.0,0.0,RENT,5000.0,MDICAL,11.4,0.12,3.0,596.0,Yes,1,Rejected
02-10-1998,Jorge Gabriel Lins,27.0,male,Associate,72946.0,8.0,RENT,2400.0,VENTURE,7.49,0.03,6.0,650.0,Yes,1,Rejected
27-02-1996,Gabriel Valério Barranca,29.0,male,High School,103224.0,5.0,MORTGAGE,10000.0,VENTURE,16.63,0.1,8.0,541.0,Yes,1,Pending
16-05-1996,Eusébio Nina,29.0,male,Associate,75611.0,5.0,RENT,12000.0,PERSONAL,19.03,0.16,6.0,590.0,No,1,Rejected
27-05-1998,Leonardo Gabriel Paulo,27.0,Woman,Bachelors,42406.0,4.0,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.07,8.0,637.0,No,1,Pending
08-07-1994,Cristiana Alexandra Gambóias,31.0,male,Associate,98263.0,12.0,MORTGAGE,7197.0,EDUCATION,9.69,0.07,8.0,541.0,Yes,1,Rejected
28-08-2000,Ley Balsas,25.0,F,Master,54375.0,4.0,MRTG,6000.0,DEBTCONS,6.03,0.11,2.0,658.0,Yes,1,Pending
17-12-2001,Petiz Bayam,24.0,male,Associate,44417.0,0.0,MORTGAGE,7000.0,DEBTCONSOLIDATION,11.11,0.16,4.0,629.0,Yes,1,Rejected
15-10-2001,Alexandr Valado,24.0,female,Master,106411.0,4.0,MORTGAGE,25000.0,HOME-IMPROVE,12.22,0.23,4.0,689.0,Yes,1,Pending
27-08-2003,Hália Leiteira,22.0,male,H-School,,3.0,RNT,12000.0,DEBTCONS,7.49,0.2,3.0,,Yes,1,Rejected
09-02-2000,Djossane Rofo,25.0,male,Highschool,51537.0,0.0,MORTGAGE,13975.0,VENTURE,8.9,0.27,4.0,653.0,Yes,1,Rejected
15-12-2003,Maryjane Camurca,22.0,M,High School,77560.0,0.0,RNT,4000.0,PERSON,5.63,0.05,4.0,605.0,Yes,1,Pending
09-05-2001,Uriyanne Polana,24.0,male,Master,26282.0,3.0,RNT,3903.0,DEBTCONSOLIDATION,14.11,0.15,4.0,668.0,No,1,Rejected
19-08-1995,Bruna Vitória Cruel,30.0,male,Bachelor,37020.0,5.0,RENT,2400.0,PERSONAL,10.46,0.06,5.0,666.0,Yes,1,Pending
08-10-1909,Erica Sofia Donário,116.0,male,Bachelor,5545545.0,93.0,MORTGAGE,3823.0,VENTURE,12.15,0.0,24.0,708.0,No,1,Rejected
07-08-2001,Catarina Duarte Asenco,24.0,female,Associate,115937.0,4.0,RNT,7000.0,DEBTCONSOLIDATION,9.91,0.06,2.0,645.0,No,1,Rejected
22-09-2004,Arine Sabrosa,21.0,male,Associate,24837.0,3.0,RENT,8000.0,MEDICAL,12.21,0.32,4.0,695.0,No,1,Approved
12-02-2001,Daylan Polaine,24.0,female,Bachelor,36489.0,0.0,RENT,12000.0,VENTURE,7.66,0.33,3.0,636.0,No,1,Pending
16-09-2001,Hoany Lira,24.0,Men,Master,109957.0,1.0,MORTGAGE,1000.0,PERSONAL,7.68,0.01,4.0,700.0,Yes,1,Rejected
18-05-1999,Nídia Joana Marcelino,26.0,male,Bachelor,107935.0,5.0,RENT,4800.0,EDUCATION,5.99,0.04,2.0,620.0,No,1,Rejected
29-04-1991,Danilo Alexandre Rosaria,34.0,Men,Bachelor,55156.0,12.0,MORTGAGE,3800.0,DEBTCONSOLIDATION,13.16,0.07,5.0,650.0,Yes,1,Rejected
06-10-1998,Andoni Grine,27.0,female,Bachelor,45435.0,7.0,RENT,0.0,MEDICAL,9.91,0.18,7.0,667.0,Yes,1,Rejected
17-01-1999,Valério Dourado,26.0,M,Associate,78522.0,3.0,MORTGAGE,12000.0,HOMEIMP,10.99,0.15,4.0,653.0,Yes,1,Rejected
12-04-2001,Lindonor Gião,24.0,female,High School,43120.0,1.0,OWN,13000.0,PERSONAL,14.75,0.3,3.0,656.0,Yes,1,Rejected
22-11-1993,Quila Ceiça,32.0,male,Associate,229106.0,11.0,RNT,8400.0,PERSONAL,9.32,0.04,8.0,658.0,Yes,1,Rejected
22-12-2001,Hussayn Gante,24.0,male,Associate,109137.0,2.0,RENT,15000.0,HOMEIMP,16.26,0.14,4.0,624.0,Yes,1,Rejected
16-04-2003,Salome Catorze,22.0,female,High School,61903.0,0.0,MRTG,10000.0,MDICAL,9.63,0.16,4.0,579.0,No,1,Rejected
04-04-2002,Roquelino Dimas,23.0,female,High School,18320.0,1.0,RENT,2000.0,VENTURE,8.25,0.11,4.0,553.0,Yes,1,Rejected
02-04-2001,Defence Mingachos,24.0,male,Bachelor,31241.0,0.0,RENT,9450.0,MEDICAL,6.62,0.3,4.0,647.0,No,1,Approved
26-02-1999,Leeann Figurino,26.0,male,Associate,116006.0,3.0,RENT,19000.0,PERSONAL,13.22,0.16,2.0,663.0,No,1,Pending
15-05-1998,Kyra Apóstolo,27.0,female,Associate,35359.0,2.0,MORTGAGE,1600.0,VENTURE,13.49,0.05,8.0,661.0,No,1,Approved
25-03-1975,César Martin Valosa,50.0,male,Associate,49258.0,32.0,OWN,8000.0,HOMEIMPROVEMENT,7.88,0.16,14.0,666.0,No,1,Pending
30-05-2001,Maria Anahita Cabaço,24.0,male,Assoc,109016.0,3.0,OWN,12000.0,MEDICAL,13.35,0.11,3.0,676.0,Yes,1,Rejected
24-03-1991,Aashi Camboa,34.0,male,Bachelor,51284.0,10.0,RENT,2500.0,MED,10.59,0.05,6.0,,No,1,Rejected
19-02-1993,Leonor Constança Quintinho,32.0,male,Associate,45649.0,10.0,RNT,12000.0,EDUCATION,12.0,0.26,7.0,645.0,No,1,Pending
03-07-2002,Isac Rafael Moreiras,23.0,male,Bachelor,99197.0,1.0,RENT,20900.0,PERSONAL,12.69,0.21,2.0,638.0,No,1,Rejected
28-01-2001,Gabriel de Jesus Couchinho,24.0,Men,Bachelor,87467.0,0.0,RENT,12000.0,MEDICAL,14.23,0.14,4.0,678.0,Yes,1,Rejected
24-04-2001,Kevin António Perie,24.0,male,Master,0.0,4.0,RENT,10463.0,HOMEIMPROVEMENT,9.75,0.14,4.0,575.0,Yes,1,Rejected
16-07-1990,Sátia Daciana,35.0,male,Associate,83894.0,15.0,RENT,12000.0,EDUCATION,11.26,0.14,5.0,644.0,No,1,Approved
01-07-2004,Maria Yasmin Baetas,21.0,female,High School,76667.0,0.0,RENT,6225.0,PERSON,10.99,0.08,4.0,542.0,Yes,1,Rejected
19-10-1996,Raufe Maniço,29.0,female,High School,85132.0,9.0,RENT,2000.0,EDUCATION,10.87,0.02,5.0,593.0,No,1,Rejected
07-01-1992,Saihou Belino,33.0,male,High School,90150.0,9.0,RENT,3000.0,EDUCATION,11.83,0.03,5.0,696.0,No,1,Approved
01-08-2001,Vítor Rafael Alfaiate,24.0,male,High School,88455.0,3.0,MRTG,16000.0,MEDICAL,7.86,0.18,4.0,649.0,Yes,1,Rejected
21-08-1992,Duarte Simão Cadete,,female,Master,163114.0,13.0,OWN,17500.0,VENTURE,11.83,0.11,5.0,726.0,No,1,Pending
06-01-2002,Ivaldo Pelajo,23.0,female,Bachelor,106578.0,1.0,MORTGAGE,0.0,VENTURE,,0.01,4.0,652.0,No,1,Approved
16-07-1996,Alice Carolina Duvergé,29.0,female,High School,109085.0,6.0,RENT,12000.0,VENTURE,10.74,0.11,10.0,578.0,Yes,1,Rejected
29-05-2001,Kelsie Monica,24.0,M,Associate,123290.0,1.0,MORTGAGE,9800.0,VENTURE,10.36,0.08,2.0,602.0,Yes,1,Pending
09-03-1994,Oumar Telly Berrelho,31.0,Men,Master,84828.0,9.0,MRTG,2000.0,EDUCATION,7.4,0.02,7.0,688.0,Yes,1,Pending
24-07-2003,Alison Condeço,22.0,female,High School,49427.0,0.0,RENT,13225.0,PERSONAL,16.77,0.27,2.0,637.0,No,1,Approved
05-12-2002,Lilian Canudo,23.0,male,High School,54403.0,0.0,MORTGAGE,9250.0,EDUCATION,9.62,0.17,3.0,669.0,No,1,Pending
05-12-1986,Diana Raquel Anaya,39.0,male,Bachelor,65457.0,16.0,RENT,7000.0,HOMEIMPROVEMENT,9.62,0.11,15.0,686.0,No,1,Rejected
14-09-1996,Jesus David Fortes,29.0,male,Associate,37336.0,8.0,RENT,2774.0,MEDICAL,12.17,0.07,6.0,697.0,Yes,1,Rejected
02-12-1981,Matias Davi Mangueta,44.0,male,High School,53796.0,20.0,MORTG,5000.0,VENTUREE,12.23,0.09,12.0,569.0,No,1,Pending
23-12-1994,Luana Isabel Té,31.0,female,Associate,67027.0,5.0,RENT,5000.0,PERSONL,7.84,0.07,9.0,573.0,No,1,Rejected
09-08-1998,Palina Tataro,27.0,female,Bachelor,57203.0,3.0,MORTGAGE,8000.0,MEDICAL,15.7,0.14,,671.0,No,1,Approved
22-08-2002,Matis Ervine Sylvain Sintra,23.0,male,Associate,52761.0,1.0,RNT,5000.0,MEDICAL,12.87,0.09,3.0,663.0,Yes,1,Rejected
23-03-2001,Emanuel Cerejeiras,24.0,male,Associate,44234.0,1.0,RENT,3525.0,VENTURE,14.59,0.08,3.0,605.0,No,1,Rejected
26-08-1999,Érica Nayara Criado,26.0,male,Associate,84712.0,1.0,RENT,6000.0,PERSONAL,9.32,0.07,3.0,566.0,Yes,1,Rejected
28-01-2002,Leonor Aurora Gaião,23.0,male,Master,56081.0,2.0,OWN,8000.0,EDUCATION,11.48,0.14,4.0,674.0,No,1,Pending
06-06-1996,Gleb Basto,29.0,male,High School,33313.0,4.0,RENT,5000.0,DEBTCONSOLIDATION,6.76,0.15,9.0,663.0,No,1,Rejected
03-10-1998,Duarte Gabriel Campino,27.0,female,Bachelor,66887.0,0.0,MORTGAGE,11000.0,PERSONAL,7.49,0.16,10.0,601.0,No,1,Rejected
